p (mbar),T (degC),Tdew (degC),rh (%),max. wv (m/s),SWDR (W/m�)
979.1,6.13,5.22,93.9,1.92,65.19
979.01,6.19,5.31,94.1,1.64,45.47
978.93,6.17,5.29,94.1,1.84,44.47
978.7,6.21,5.36,94.3,1.44,34.41
978.53,6.28,5.42,94.2,1.16,30.18
978.41,6.05,5.19,94.2,1.96,25.15
978.26,5.94,5.19,94.9,2.0,25.35
978.19,5.91,5.22,95.3,2.64,23.94
978.1,5.89,5.25,95.6,2.02,25.55
977.95,5.88,5.26,95.8,1.76,24.95
977.99,5.95,5.37,96.0,0.78,24.55
978.06,6.09,5.53,96.2,0.92,17.71
978.06,6.16,5.58,96.1,0.88,17.91
977.96,6.14,5.56,96.1,1.04,15.49
977.95,6.14,5.58,96.2,0.88,10.26
977.95,6.21,5.69,96.5,0.64,8.25
977.97,6.4,5.89,96.5,1.24,3.82
977.97,6.36,5.82,96.3,1.08,1.61
978.14,6.24,5.7,96.3,1.84,0.4
978.18,6.37,5.87,96.6,1.6,0.0
978.36,6.42,5.92,96.6,1.6,0.0
978.54,6.61,6.16,96.9,1.9,0.0
978.7,7.4,7.05,97.6,1.44,0.0
978.57,8.06,7.7,97.6,1.48,0.2
978.73,8.64,8.27,97.5,2.16,0.0
978.83,9.41,8.93,96.8,3.45,0.0
978.98,9.8,8.84,93.7,4.97,0.0
979.22,10.34,8.61,89.0,6.21,0.0
979.29,10.8,8.66,86.6,3.53,0.0
979.4,11.0,8.63,85.3,5.79,0.0
979.56,11.14,8.58,84.2,4.49,0.0
979.72,10.95,8.52,84.9,4.03,0.0
979.92,10.34,8.28,87.0,4.01,0.0
980.21,9.95,8.16,88.6,5.33,0.0
980.37,9.74,8.1,89.5,3.53,0.0
980.33,9.64,7.99,89.4,2.68,0.0
980.44,9.55,7.82,88.9,3.73,0.0
980.43,9.56,7.68,88.0,2.76,0.0
980.41,9.71,7.61,86.7,3.69,0.0
980.55,10.18,7.32,82.4,4.45,0.0
980.58,10.69,7.0,77.9,7.49,0.0
980.58,10.92,6.75,75.4,6.93,0.0
980.71,11.07,6.51,73.4,5.21,0.0
980.77,11.12,6.48,73.0,5.21,0.0
980.76,11.07,6.49,73.3,6.97,0.0
980.84,10.98,6.48,73.7,4.49,0.0
980.95,11.04,6.2,72.0,5.57,0.0
981.0,11.11,6.0,70.7,6.53,0.0
981.2,11.13,5.75,69.36,9.73,0.0
981.37,11.2,5.56,68.15,11.62,0.0
981.38,11.06,5.55,68.76,6.75,0.0
981.39,10.86,5.49,69.39,6.85,0.0
981.4,10.78,5.26,68.61,4.77,0.0
981.51,10.72,5.14,68.33,5.79,0.0
981.73,10.73,4.95,67.4,4.27,0.0
981.73,10.68,4.73,66.57,6.97,0.0
981.87,10.62,4.56,66.06,6.29,0.0
981.99,10.58,4.46,65.74,5.45,0.0
982.0,10.54,4.65,66.84,4.73,0.0
981.93,10.52,5.05,68.83,4.47,0.0
982.07,10.41,5.35,70.8,7.23,0.0
982.1,10.06,5.75,74.5,5.13,0.0
982.22,9.74,6.01,77.5,2.56,0.0
982.18,9.21,6.25,81.7,4.53,0.0
982.18,9.16,6.06,80.9,3.16,0.0
982.22,9.59,5.47,75.4,7.23,0.0
982.18,10.07,5.09,71.1,6.25,0.0
982.03,10.21,4.95,69.75,6.69,0.0
981.9,10.21,4.84,69.21,6.17,0.0
981.99,10.19,4.72,68.72,5.87,0.0
981.99,10.17,4.58,68.15,4.85,0.0
981.99,10.14,4.57,68.26,4.81,0.0
981.95,10.09,4.49,68.09,5.09,0.0
981.91,10.13,4.4,67.47,7.05,0.0
981.95,10.12,4.37,67.37,5.37,0.0
982.03,10.03,4.38,67.84,4.69,0.0
981.97,10.01,4.33,67.7,4.81,0.0
981.92,10.01,4.29,67.51,4.89,0.0
981.92,10.07,4.33,67.42,5.77,0.0
981.96,10.01,4.37,67.91,5.29,0.0
981.88,9.91,4.42,68.59,2.84,0.0
981.84,9.79,4.46,69.32,4.33,0.0
982.03,9.76,4.41,69.24,5.09,0.0
982.08,9.87,4.4,68.69,4.73,0.0
982.15,9.86,4.43,68.89,1.8,0.0
982.13,9.81,4.4,68.93,3.45,0.0
982.07,9.82,4.3,68.44,3.45,0.0
982.12,9.83,4.29,68.32,4.93,0.0
982.18,9.84,4.2,67.85,4.81,0.0
982.21,9.84,4.09,67.35,7.25,0.0
982.27,9.81,3.95,66.79,5.37,0.0
982.52,9.73,3.84,66.62,4.53,0.0
982.6,9.72,3.76,66.33,5.21,0.0
982.61,9.63,3.66,66.24,6.45,0.0
982.77,9.57,3.58,66.15,5.17,0.0
982.74,9.59,3.56,65.97,7.29,0.0
982.75,9.48,3.54,66.34,4.81,0.0
982.73,9.42,3.52,66.54,4.65,0.0
982.81,9.38,3.51,66.67,6.37,0.0
982.79,9.39,3.49,66.53,6.53,0.0
982.84,9.34,3.46,66.62,5.73,0.0
982.98,9.29,3.47,66.89,4.25,0.0
983.19,9.27,3.5,67.13,5.41,0.0
983.21,9.24,3.51,67.31,5.09,0.0
983.26,9.09,3.53,68.07,4.05,0.0
983.18,8.96,3.56,68.84,4.89,0.0
983.18,9.0,3.63,68.95,5.37,2.82
983.18,9.03,3.65,68.92,6.01,7.44
983.27,9.04,3.69,69.06,6.81,15.69
983.4,9.01,3.71,69.34,4.29,24.55
983.55,9.04,3.79,69.57,4.81,33.8
983.68,9.11,3.85,69.54,4.17,40.04
983.66,9.14,3.86,69.46,5.19,51.51
983.77,9.19,3.8,68.9,4.85,66.6
983.84,9.33,3.76,68.08,4.33,70.42
983.83,9.51,3.77,67.31,5.53,87.12
983.93,9.76,3.84,66.51,7.73,84.91
984.08,9.88,3.94,66.42,6.45,105.63
984.14,10.12,4.08,66.05,4.89,157.55
984.25,10.34,3.91,64.29,8.05,164.99
984.34,10.51,3.87,63.4,7.81,196.78
984.47,10.71,3.74,61.97,8.41,178.67
984.49,10.74,3.87,62.43,6.33,194.57
984.61,10.89,4.02,62.47,7.53,224.95
984.63,10.84,3.89,62.09,7.81,165.39
984.75,10.8,3.91,62.34,7.01,160.56
984.81,10.8,3.83,62.01,7.21,140.04
984.91,10.79,3.77,61.76,7.33,152.72
984.99,10.83,3.7,61.31,6.87,114.29
984.98,10.83,3.58,60.77,6.17,114.08
984.84,10.95,3.62,60.46,8.81,181.69
984.95,11.06,3.7,60.37,9.41,192.96
985.06,11.01,3.8,61.01,7.73,276.46
984.95,11.38,3.78,59.43,7.93,410.46
984.78,12.04,3.81,57.03,7.15,393.16
984.66,12.11,3.67,56.19,7.85,328.17
984.53,11.8,3.6,57.07,6.13,231.19
984.41,11.53,3.37,57.16,9.41,180.68
984.35,11.29,3.49,58.56,7.33,141.05
984.45,11.18,3.36,58.47,6.33,163.58
984.36,11.09,3.44,59.17,7.73,139.64
984.2,10.98,3.58,60.19,5.73,120.32
984.19,10.95,3.68,60.74,5.11,81.69
984.2,10.9,3.79,61.39,9.41,93.16
984.24,10.82,3.95,62.45,5.97,52.92
984.38,10.58,4.17,64.43,6.13,56.94
984.51,10.39,4.4,66.3,7.53,65.79
984.65,10.11,4.66,68.8,6.77,114.89
984.56,10.34,4.63,67.65,10.01,163.58
985.04,10.13,4.63,68.6,8.05,35.61
985.04,8.06,4.7,79.3,6.37,82.9
984.88,7.95,5.13,82.3,3.0,198.39
984.84,9.22,5.71,78.6,2.12,205.63
984.71,9.61,5.56,75.8,3.97,97.59
984.63,9.37,5.22,75.2,3.71,74.85
984.53,9.46,4.84,72.8,4.69,61.17
984.57,9.61,4.46,70.2,4.81,45.27
984.66,9.78,4.2,68.11,4.45,39.84
984.71,9.82,4.12,67.55,5.37,24.14
984.53,9.82,4.05,67.21,7.45,16.3
984.43,9.74,3.97,67.2,6.17,7.85
984.48,9.52,3.84,67.6,5.09,2.21
984.45,9.28,3.86,68.8,2.6,0.0
984.6,9.05,3.85,69.8,2.68,0.0
984.64,8.89,3.75,70.1,4.65,0.0
984.47,8.84,3.68,69.95,5.27,0.0
984.64,8.77,3.62,70.0,5.21,0.0
984.62,8.78,3.57,69.7,6.13,0.0
984.7,8.81,3.56,69.52,4.69,0.0
984.71,8.81,3.56,69.5,4.65,0.0
984.66,8.75,3.48,69.4,5.89,0.0
984.62,8.69,3.45,69.54,5.17,0.0
984.58,8.67,3.44,69.6,5.33,0.0
984.39,8.67,3.42,69.49,5.35,0.0
984.36,8.61,3.39,69.62,6.79,0.0
984.3,8.61,3.39,69.63,5.01,0.0
984.22,8.6,3.39,69.69,3.81,0.0
984.07,8.61,3.39,69.64,4.41,0.0
984.0,8.61,3.45,69.92,3.65,0.0
983.97,8.67,3.54,70.1,3.12,0.0
983.88,8.67,3.6,70.4,1.8,0.0
983.78,8.63,3.6,70.6,2.32,0.0
983.73,8.58,3.62,70.9,1.86,0.0
983.53,8.5,3.6,71.2,4.07,0.0
983.43,8.39,3.53,71.4,3.08,0.0
983.33,8.3,3.49,71.6,2.5,0.0
983.2,8.19,3.42,71.8,2.56,0.0
983.05,8.09,3.36,72.0,2.58,0.0
982.82,7.97,3.35,72.5,2.72,0.0
982.49,7.8,3.32,73.2,2.5,0.0
982.2,7.76,3.28,73.2,2.46,0.0
981.96,7.67,3.25,73.5,2.64,0.0
981.62,7.67,3.19,73.2,2.68,0.0
981.36,7.62,3.14,73.2,2.76,0.0
981.06,7.71,3.1,72.5,2.32,0.0
980.57,7.61,3.17,73.4,1.76,0.0
980.16,7.55,3.31,74.4,1.6,0.0
979.78,7.42,3.29,75.0,1.32,0.0
979.39,7.3,3.33,75.8,1.64,0.0
979.13,7.24,3.32,76.1,1.6,0.0
978.86,7.02,3.31,77.2,1.78,0.0
978.61,6.97,3.57,78.9,1.86,0.0
978.44,6.89,3.75,80.3,1.2,0.0
978.22,6.72,4.0,82.7,2.32,0.0
977.94,6.34,4.15,85.8,2.44,0.0
977.71,6.17,4.36,88.1,2.32,0.0
977.71,6.06,4.52,89.8,1.52,0.0
977.59,5.99,4.62,90.9,1.2,0.0
977.26,5.98,4.74,91.7,0.88,0.0
976.94,5.94,4.74,92.0,1.48,0.0
976.59,5.83,4.21,89.3,1.8,0.0
976.05,5.85,3.96,87.6,1.44,0.0
975.72,5.71,4.14,89.6,1.4,0.0
975.57,5.52,4.13,90.7,1.68,0.0
975.32,5.42,3.87,89.7,1.64,0.0
974.85,5.27,3.78,90.1,1.52,0.0
974.76,5.1,3.28,88.0,1.44,0.0
974.59,4.9,3.13,88.3,1.44,0.0
974.42,4.79,3.2,89.4,1.88,0.0
974.36,4.72,3.24,90.1,1.62,0.0
974.42,4.59,3.14,90.3,1.6,0.0
974.27,4.52,3.1,90.5,1.16,0.0
973.93,4.4,2.94,90.2,2.44,0.0
973.71,4.25,2.74,89.9,2.84,0.0
973.73,4.06,2.55,89.8,2.8,0.0
973.8,3.86,2.36,89.9,3.57,0.0
973.65,3.7,2.28,90.4,3.3,0.0
973.52,3.64,2.27,90.7,4.17,0.0
973.71,3.45,2.02,90.3,3.73,0.0
973.87,3.36,2.05,91.1,3.2,0.0
974.08,3.35,2.09,91.4,4.03,0.0
974.4,3.19,1.83,90.8,4.53,0.0
974.88,2.89,1.5,90.5,2.98,0.0
975.08,2.64,1.34,91.1,2.0,0.0
975.48,2.38,1.09,91.2,3.61,0.0
975.79,2.09,0.86,91.5,2.82,0.0
976.2,1.95,0.76,91.8,3.65,0.0
976.57,1.94,0.84,92.4,4.77,0.0
976.83,2.09,0.99,92.4,5.33,0.0
977.15,1.98,0.8,91.9,5.01,0.0
977.35,1.71,0.58,92.2,4.13,0.0
977.46,1.91,0.8,92.3,2.56,0.0
977.64,2.2,0.93,91.3,4.67,0.0
977.97,2.43,0.98,90.1,3.41,0.0
978.15,2.62,1.26,90.7,5.01,0.0
978.52,2.72,1.32,90.4,4.29,0.0
978.82,2.74,1.29,90.1,5.11,0.0
979.19,2.77,1.28,89.9,4.45,0.4
979.55,2.38,0.86,89.7,7.45,0.4
979.76,2.28,0.91,90.6,4.77,1.21
980.01,2.51,1.07,90.2,5.45,3.62
980.3,2.74,0.99,88.2,5.33,5.63
980.62,2.87,0.85,86.5,6.93,12.27
980.9,2.87,0.78,86.1,5.45,15.69
981.21,2.76,0.72,86.4,6.13,11.27
981.41,2.64,0.77,87.4,2.52,13.08
981.65,2.52,0.78,88.2,3.93,45.47
981.85,2.69,0.57,85.9,4.93,42.25
982.0,2.74,0.46,84.9,4.13,43.66
982.18,2.74,0.46,84.9,5.45,41.65
982.34,2.8,0.51,84.8,3.73,138.63
982.43,3.3,1.0,84.8,4.61,128.57
982.42,3.68,1.14,83.4,5.09,215.09
982.58,3.99,1.22,82.1,5.97,278.27
982.66,4.12,1.15,80.9,6.37,215.49
982.75,4.14,1.07,80.3,5.81,327.57
982.9,4.4,1.16,79.4,6.09,156.74
983.02,4.06,0.81,79.3,6.51,97.38
983.19,3.53,0.69,81.6,7.45,116.1
983.35,3.32,0.5,81.7,6.33,147.69
983.46,3.35,0.33,80.5,7.91,166.2
983.45,3.54,0.5,80.4,4.57,188.33
983.48,3.95,0.7,79.3,6.25,380.08
983.46,4.44,0.97,78.1,3.65,360.56
983.45,4.99,0.91,74.8,5.93,442.66
983.44,5.26,0.85,73.1,6.85,436.62
983.4,5.05,0.65,73.1,6.71,207.44
983.47,4.39,0.71,76.9,5.17,72.03
983.79,3.34,0.51,81.6,6.43,20.93
983.75,2.58,0.61,86.8,4.17,81.89
983.68,2.83,1.06,88.1,3.32,159.56
983.59,3.34,1.34,86.7,4.09,192.56
983.52,4.02,1.39,82.9,4.23,345.47
983.49,4.64,1.43,79.6,4.49,189.34
983.52,4.48,0.96,77.8,6.89,194.37
983.54,4.45,0.51,75.5,6.43,128.97
983.61,4.39,0.31,74.7,5.57,120.72
983.61,4.43,0.24,74.1,5.73,165.79
983.58,4.73,0.28,72.8,6.15,157.55
983.61,5.01,0.37,71.8,7.09,265.79
983.71,5.09,0.26,70.9,6.45,91.35
983.82,4.71,0.25,72.7,5.61,73.64
983.92,4.38,0.39,75.2,4.81,105.43
983.96,4.6,0.64,75.4,4.05,185.71
984.12,5.0,0.62,73.2,4.53,109.05
984.44,4.64,0.65,75.2,6.25,65.19
984.47,4.43,0.82,77.3,4.33,161.77
984.51,4.82,0.83,75.3,4.95,138.83
984.64,4.95,0.66,73.7,5.93,100.6
984.89,4.58,0.17,73.0,5.25,30.18
985.1,4.07,0.02,74.8,4.53,20.72
985.29,3.77,0.23,77.6,6.47,40.85
985.43,3.49,0.22,79.1,5.63,36.62
985.53,3.28,0.04,79.2,4.59,20.32
985.79,3.2,-0.3,77.7,6.01,9.05
985.99,3.18,-0.5,76.7,5.21,3.62
986.23,3.14,-0.64,76.1,5.13,0.2
986.54,3.13,-0.65,76.1,5.61,0.0
986.85,3.0,-0.51,77.6,4.69,0.0
987.11,2.72,-0.35,80.1,5.21,0.0
987.37,2.52,-0.29,81.6,3.93,0.0
987.6,2.36,-0.27,82.7,4.17,0.0
987.78,2.42,-0.25,82.4,4.43,0.0
987.91,2.51,-0.25,81.9,5.17,0.0
988.15,2.49,-0.3,81.7,3.35,0.0
988.35,2.43,-0.4,81.5,3.18,0.0
988.55,2.46,-0.44,81.1,4.57,0.0
988.62,2.52,-0.51,80.3,3.37,0.0
988.71,2.54,-0.67,79.3,4.31,0.0
988.79,2.54,-0.73,78.9,4.13,0.0
988.85,2.6,-0.73,78.6,4.73,0.0
988.91,2.75,-0.74,77.7,4.09,0.0
988.82,2.81,-0.67,77.8,4.69,0.0
988.98,2.85,-0.56,78.2,4.85,0.0
989.23,2.88,-0.51,78.3,4.81,0.0
989.37,2.86,-0.38,79.1,5.37,0.0
989.6,2.92,-0.33,79.1,6.29,0.0
989.72,2.99,-0.21,79.4,5.13,0.0
989.92,3.0,-0.13,79.8,5.23,0.0
990.09,2.99,-0.1,80.0,5.61,0.0
990.22,3.0,-0.12,79.9,5.29,0.0
990.38,3.04,-0.15,79.5,6.33,0.0
990.46,3.14,-0.16,78.9,6.85,0.0
990.4,3.14,-0.19,78.7,7.37,0.0
990.48,3.14,-0.19,78.7,6.61,0.0
990.56,3.14,-0.15,78.9,7.17,0.0
990.62,3.13,-0.12,79.1,8.05,0.0
990.69,3.14,-0.15,78.9,5.65,0.0
990.78,3.19,-0.14,78.7,6.05,0.0
990.82,3.16,-0.1,79.1,6.65,0.0
990.92,3.08,0.05,80.4,5.73,0.0
991.12,2.95,0.19,82.0,6.33,0.0
991.31,2.74,0.36,84.3,5.39,0.0
991.53,2.72,0.54,85.5,5.15,0.0
991.53,2.79,0.53,85.0,5.57,0.0
991.57,2.85,0.57,84.9,5.81,0.0
991.65,2.91,0.54,84.3,7.81,0.0
991.82,3.06,0.51,83.3,6.53,0.0
991.92,3.16,0.51,82.7,6.49,0.0
992.09,3.21,0.58,82.8,4.79,0.0
992.22,3.18,0.62,83.2,4.39,0.0
992.24,3.16,0.63,83.4,5.47,0.0
992.19,3.3,0.45,81.5,6.59,0.0
992.26,3.43,0.1,78.7,4.75,0.0
992.48,3.41,-0.31,76.5,5.17,0.0
992.67,3.35,-0.33,76.7,6.17,0.0
992.91,3.27,-0.23,77.7,3.97,0.0
993.15,3.27,-0.18,78.0,5.41,0.0
993.43,3.27,-0.18,78.0,6.41,0.0
993.63,3.29,-0.37,76.8,4.57,0.0
993.8,3.27,-0.86,74.2,4.85,0.0
994.01,3.26,-1.57,70.5,4.49,0.0
994.38,3.22,-1.88,69.11,5.29,0.0
994.7,3.15,-1.95,69.11,5.09,0.0
994.96,3.03,-1.97,69.54,3.93,0.0
995.06,2.91,-2.01,69.94,6.49,0.0
995.24,2.83,-2.03,70.2,3.65,0.0
995.49,2.76,-2.07,70.4,4.57,0.0
995.72,2.68,-2.03,71.0,5.43,0.0
995.94,2.64,-2.05,71.1,4.85,0.0
996.14,2.59,-2.04,71.4,3.73,0.0
996.35,2.51,-2.04,71.8,3.04,0.0
996.68,2.47,-2.25,70.9,4.77,0.0
996.99,2.47,-2.34,70.4,5.69,0.0
997.21,2.43,-2.35,70.6,3.87,0.0
997.46,2.35,-2.47,70.3,4.67,0.0
997.44,2.23,-2.72,69.65,5.17,0.0
997.72,2.14,-2.84,69.49,4.73,0.0
998.0,2.09,-2.85,69.67,4.59,0.0
998.36,2.08,-2.82,69.89,4.09,0.0
998.55,2.06,-2.79,70.1,5.05,0.0
998.78,2.0,-2.78,70.5,3.29,0.0
999.1,1.95,-2.8,70.6,4.57,0.0
999.38,1.94,-2.81,70.6,5.69,0.0
999.61,1.9,-2.74,71.2,4.57,0.0
999.95,1.87,-2.69,71.6,4.21,0.0
1000.33,1.88,-2.67,71.7,5.89,0.0
1000.5,1.84,-2.65,72.0,3.33,0.0
1000.66,1.83,-2.62,72.2,5.61,0.0
1000.74,1.81,-2.62,72.3,5.37,0.0
1000.91,1.8,-2.63,72.3,4.45,0.0
1001.15,1.8,-2.61,72.4,5.13,0.0
1001.55,1.81,-2.63,72.3,4.03,0.0
1001.93,1.82,-2.67,72.0,7.85,0.6
1002.26,1.82,-2.71,71.8,3.59,1.61
1002.5,1.85,-2.68,71.8,4.83,3.42
1002.69,1.8,-2.7,71.9,4.61,5.23
1002.88,1.78,-2.8,71.5,4.77,10.06
1003.08,1.8,-2.93,70.7,3.21,16.7
1003.29,1.81,-3.03,70.1,3.87,20.72
1003.54,1.81,-3.16,69.47,3.17,25.55
1003.71,1.82,-3.2,69.19,4.17,36.02
1003.89,1.86,-3.17,69.14,3.89,49.9
1004.06,1.89,-3.17,68.98,4.97,60.97
1004.25,1.94,-3.34,67.92,5.47,80.08
1004.35,1.96,-3.4,67.46,4.29,77.06
1004.61,2.05,-3.43,66.9,3.09,57.14
1004.9,1.99,-3.56,66.52,3.65,52.92
1005.09,1.86,-3.7,66.46,4.57,61.37
1005.31,1.82,-3.59,67.18,6.61,88.33
1005.49,2.01,-3.4,67.23,3.12,94.16
1005.69,2.13,-3.26,67.35,4.13,113.68
1005.8,2.23,-3.15,67.43,4.33,148.89
1005.99,2.25,-3.07,67.72,4.25,186.92
1005.95,2.42,-3.13,66.65,5.13,271.43
1005.97,2.45,-3.0,67.14,6.01,327.97
1005.99,2.69,-2.77,67.14,3.45,227.57
1006.01,2.46,-3.14,66.38,5.65,209.66
1006.1,2.34,-3.37,65.8,6.93,348.09
1006.21,2.61,-3.37,64.54,6.59,413.68
1006.25,2.78,-3.04,65.37,4.69,209.05
1006.24,2.66,-3.22,65.01,5.81,310.87
1006.24,2.58,-3.31,64.99,7.17,175.25
1006.3,2.64,-3.23,65.09,9.01,426.76
1006.49,2.71,-3.18,65.03,7.13,333.4
1006.62,3.02,-3.16,63.67,7.45,275.45
1006.8,2.69,-3.36,64.21,6.53,268.21
1006.83,2.86,-3.13,64.56,5.17,257.75
1006.73,2.81,-3.11,64.89,5.13,300.8
1006.72,2.97,-3.46,62.49,4.97,209.46
1006.72,3.08,-3.43,62.17,3.89,372.64
1006.81,3.52,-2.95,62.47,4.85,265.59
1006.75,3.47,-3.17,61.61,3.89,321.33
1006.69,3.89,-2.83,61.38,3.16,301.61
1006.67,4.3,-2.59,60.68,3.32,245.27
1006.67,4.2,-2.59,61.15,3.89,254.73
1006.63,4.32,-2.62,60.49,2.72,245.67
1006.69,4.75,-2.57,58.94,3.2,226.76
1006.72,4.59,-2.83,58.45,4.13,208.45
1006.69,4.47,-2.96,58.35,3.36,189.74
1006.66,4.49,-2.91,58.48,2.64,167.0
1006.58,4.62,-2.86,58.17,2.2,144.06
1006.58,4.74,-3.02,57.01,2.02,123.74
1006.67,4.46,-2.89,58.72,2.74,103.02
1006.8,4.09,-2.82,60.57,2.4,84.31
1006.85,3.91,-2.7,61.91,1.36,61.37
1006.81,3.48,-2.86,63.07,2.84,36.22
1006.91,3.03,-2.96,64.6,1.6,10.66
1006.93,2.69,-3.05,65.74,1.24,6.84
1006.93,2.46,-3.15,66.33,2.12,3.82
1006.9,2.26,-3.33,66.4,1.94,0.8
1006.93,2.15,-3.48,66.19,2.48,0.0
1006.98,1.9,-3.58,66.87,2.04,0.0
1007.07,1.91,-3.66,66.45,2.06,0.0
1007.15,1.61,-3.55,68.4,1.6,0.0
1007.16,1.65,-3.45,68.74,2.04,0.0
1007.24,1.5,-3.49,69.27,1.98,0.0
1007.13,1.58,-3.56,68.53,1.0,0.0
1007.02,1.22,-3.64,69.91,0.96,0.0
1006.95,0.9,-3.64,71.5,1.6,0.0
1007.01,1.08,-3.71,70.2,1.0,0.0
1007.06,0.81,-3.77,71.3,1.28,0.0
1007.07,0.44,-3.74,73.4,1.8,0.0
1007.01,0.38,-3.83,73.2,1.76,0.0
1007.09,-0.03,-3.87,75.2,1.48,0.0
1007.19,-0.23,-3.87,76.3,1.6,0.0
1007.26,-0.22,-3.69,77.3,1.48,0.0
1007.36,-0.28,-3.74,77.4,0.98,0.0
1007.51,-0.46,-3.83,77.8,1.08,0.0
1007.66,-0.91,-3.82,80.5,1.74,0.0
1007.73,-0.77,-3.85,79.5,1.32,0.0
1007.66,-1.08,-3.85,81.4,1.4,0.0
1007.58,-1.13,-3.66,82.8,2.3,0.0
1007.51,-1.02,-3.64,82.3,2.0,0.0
1007.42,-0.85,-3.58,81.6,1.92,0.0
1007.37,-1.13,-3.69,82.6,1.64,0.0
1007.23,-1.35,-3.72,83.8,2.4,0.0
1007.16,-1.35,-3.77,83.5,2.7,0.0
1007.09,-1.39,-3.71,84.1,2.2,0.0
1007.09,-1.33,-3.68,83.9,1.9,0.0
1007.06,-1.36,-3.7,84.0,2.16,0.0
1007.08,-1.45,-3.74,84.3,1.98,0.0
1007.09,-1.49,-3.72,84.7,2.2,0.0
1007.05,-1.59,-3.72,85.3,1.56,0.0
1007.07,-1.56,-3.67,85.4,1.28,0.0
1007.07,-1.43,-3.67,84.6,1.36,0.0
1007.14,-1.43,-3.64,84.8,1.46,0.0
1007.05,-1.39,-3.66,84.4,1.16,0.0
1006.96,-1.39,-3.68,84.3,2.2,0.0
1006.86,-1.46,-3.76,84.2,1.72,0.0
1006.77,-1.46,-3.78,84.1,1.72,0.0
1006.68,-1.43,-3.85,83.5,2.22,0.0
1006.64,-1.39,-3.87,83.1,2.52,0.0
1006.73,-1.37,-3.85,83.1,1.6,0.0
1006.71,-1.33,-3.86,82.8,1.28,0.0
1006.69,-1.32,-3.9,82.5,1.24,0.0
1006.61,-1.26,-3.95,81.8,1.76,0.0
1006.53,-1.23,-4.02,81.2,1.52,0.0
1006.35,-1.12,-4.05,80.4,1.96,0.0
1006.3,-1.05,-4.11,79.6,1.98,0.0
1006.21,-0.97,-4.11,79.1,1.44,0.0
1006.1,-0.93,-4.02,79.4,1.12,0.0
1006.0,-1.01,-3.9,80.6,1.4,0.0
1005.95,-1.05,-3.76,81.7,1.8,0.0
1005.95,-1.02,-3.73,81.7,1.72,0.0
1005.72,-0.92,-3.76,80.9,1.36,0.0
1005.53,-0.49,-3.62,79.3,1.28,0.0
1005.59,-0.43,-3.49,79.7,1.46,0.0
1005.63,-0.69,-3.45,81.5,1.72,0.0
1005.54,-0.78,-3.58,81.2,1.4,0.0
1005.36,-0.9,-3.6,81.8,1.44,0.0
1005.09,-0.96,-3.68,81.7,1.74,0.0
1004.97,-0.88,-3.6,81.7,1.64,0.0
1004.75,-0.93,-3.63,81.8,1.4,0.0
1004.63,-0.91,-3.63,81.7,1.8,0.0
1004.5,-0.86,-3.57,81.8,1.44,0.0
1004.43,-0.89,-3.59,81.8,1.48,0.0
1004.24,-0.84,-3.51,82.0,1.88,0.0
1004.19,-0.73,-3.45,81.7,1.72,0.0
1004.1,-0.59,-3.32,81.7,0.96,0.0
1004.01,-0.41,-3.17,81.5,0.88,0.0
1004.01,-0.29,-3.15,80.9,0.78,0.0
1004.05,-0.14,-3.04,80.7,1.2,0.0
1004.08,-0.49,-3.33,81.0,1.64,0.0
1004.01,-0.73,-3.31,82.6,1.24,0.0
1003.92,-0.78,-3.3,82.9,1.14,0.0
1003.88,-0.69,-3.19,83.1,1.02,0.0
1003.99,-0.67,-3.15,83.2,2.0,0.0
1003.81,0.18,-2.31,83.2,4.17,0.0
1003.71,0.92,-2.04,80.5,3.05,0.0
1003.69,1.42,-1.82,78.9,3.93,0.0
1003.65,1.6,-1.82,77.9,3.71,0.0
1003.55,1.55,-1.9,77.7,3.57,0.0
1003.49,1.49,-1.95,77.8,4.89,0.0
1003.51,1.44,-2.01,77.7,3.69,0.0
1003.47,1.35,-2.06,77.9,3.45,0.0
1003.57,1.31,-2.08,78.0,3.61,0.0
1003.93,1.32,-2.06,78.1,1.68,1.01
1004.01,1.37,-2.03,78.0,2.56,3.62
1004.1,1.38,-2.02,78.0,2.93,7.65
1004.0,1.44,-1.96,78.0,3.73,13.28
1004.0,1.55,-1.88,77.8,2.81,21.13
1004.1,1.66,-1.83,77.5,3.09,26.76
1004.13,1.69,-1.79,77.6,1.88,34.61
1004.17,1.76,-1.68,77.8,1.76,34.21
1004.2,1.94,-1.56,77.5,1.8,29.58
1004.26,2.26,-1.46,76.3,1.7,32.39
1004.2,2.55,-1.32,75.5,2.16,34.41
1004.08,2.57,-1.28,75.6,1.8,39.64
1004.24,2.6,-1.22,75.8,1.64,37.83
1004.43,2.78,-1.14,75.3,0.86,34.41
1004.49,2.89,-1.12,74.8,1.28,39.03
1004.54,2.81,-1.14,75.1,1.22,43.46
1004.55,2.9,-1.13,74.7,1.52,47.28
1004.61,3.07,-1.03,74.3,2.52,50.1
1004.71,3.15,-1.04,73.9,1.56,54.73
1004.86,3.2,-0.97,74.0,2.12,60.16
1004.98,3.26,-0.93,73.9,1.88,60.56
1004.86,3.31,-0.88,73.9,2.52,59.15
1004.8,3.34,-0.87,73.8,1.98,58.75
1004.63,3.35,-0.86,73.8,3.33,60.56
